name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
Consilience;"Consilience est spécialisée dans le placement de ressources informatiques et particulièrement de freelances et indépendants.
nous couvrons les domaines de l'infrastructure, le réseau, la sécurité et de la production";2016;;< 20;Levallois-Perret, Île-de-France;Sourcing / chasseur de têtes;https://www.goodwease.com;;;;
TS-CONSULT;"TS-Consult est une jeune société qui s’attache à constituer une équipe de talents, autocritique et solidaire, animée par des gens qui cherchent à comprendre et à partager ce qu’ils font.
Autour des nouvelles technologies informatiques principalement JAVA J2EE / ANGULAR , nous réalisons Ingénierie, Conseil.";;;20 - 99;Paris, France;ESN;https://www.ts-consult.com;;;;
WE +;"we+ est un cabinet de conseil expert en IT, membre de l’écosystème Alan Allman Associates.
Avec plus de 250 experts en France, répartis dans 7 cabinets en France et à Monaco, nous proposons à nos clients, entreprises du secteur privé et administrations publiques, des prestations de conseils et de services dans le domaine des Systèmes d’Information (informatique). 

Nous les accompagnons au travers de différentes expertises : audit et préconisation, analyse des métiers, définition de schémas directeur, réalisation (architecture et le management des infrastructures IT, le management de projet et le digital), avec une ambition commune : faciliter les flux et optimiser les systèmes d’information penser et construire l’environnement technologique de demain.

Depuis nos cabinets de Aix-en-Provence, Brest, Monaco, Nice, Paris, Rennes, Toulouse, nous pouvons dès aujourd’hui vous rencontrer, vous conseiller et vous aider à concrétiser votre projet professionnel.
Choisir we + pour votre carrière, c’est rejoindre une entreprise proche de ses consultants, capable d’offrir une diversité de missions et une réelle évolution de carrière dans un cadre professionnel stimulant.
We + est un cabinet où il fait bon travailler : l’écosystème Alan Allman Associates est 3eme au classement national Happy@Work 2019 et 1er sur l’Agilité.";2004;;100 - 249;Issy-les-Moulineaux, Île-de-France;ESN;https://we-plus.fr/;;;;
Cogigroup;"Un cabinet de conseil et de services à l'écoute des besoins de ses clients, clairement spécialisée et experte dans ses domaines d'intervention.
COGIGROUP regroupe une soixantaine de consultants intervenant auprès de ses clients Grands Comptes
Tout en ayant des objectifs de croissance ambiteux, COGIGROUP conserve le souci premier de garantir la qualité de ses interventions et la satisfaction de ses clients
COGIGROUP intervient pour des clients de secteurs divers : Banque, Finance, Assurance, Services, Medias, Distribution, Editeurs...";;;20 - 99;Paris, France;Cabinet de conseil;https://www.cogigroup.fr;;;;
VO2 GROUP;"Se digitaliser pour renaître, tel est l’enjeu de nos entreprises !

VO2 GROUP, Société de Conseil en SI et AMOA accompagne ses clients dans la mise en œuvre de leurs projets digitaux, en réalisant et implémentant des solutions innovantes grâce à la synergie de ses marques spécialisées proposant une démarche alliant expertises métiers, IT et technologiques.

En croissance annuelle de 30% depuis sa création en 2011, nos 130 consultants interviennent principalement auprès de grands comptes et de start-up.";2011;;100 - 249;Paris, France;Cabinet de conseil;http://www.vo2-group.com/;;;;
AVA2I;"Ava2I est une start-up dynamique et en pleine expansion crée en 2016, implantée en Région Parisienne, présente en province ainsi qu’à l’international. Nous comptons aujourd’hui 50 collaborateurs spécialistes autour des problématiques Système, Production, devops, Cloud, Bid Data, et Décisionnel.

Entreprise à taille humaine, nos valeurs sont la proximité, la communication, la confiance et l’esprit d’équipe.

Nous souhaitons renforcer nos équipes et vous proposons de partager notre belle aventure dans un cadre propice à l’épanouissement personnel.";2016;;20 - 99;Courbevoie, Île-de-France;ESN;https://www.ava2i.com;;;;
WITKEY;"WITKEY, ESN créée le 1er juillet 2013, propose à ses clients des prestations :
•	de conseil et d’AMOA dans le cadre de l’évolution du SI (passage au cloud, externalisation, rationalisation, etc …)
•	des services d’assistance technique en régie pour l’administration et l’exploitation de vos infrastructures virtualisées ou non (serveurs, stockage, réseau).";2013;;< 20;Vélizy-Villacoublay, Île-de-France;ESN;http://www.witkey.fr;;;;
ALPHONSE;"Alphonse 🤖 est agent de talents digitaux ! 

Le cinéma a des agents qui trouvent aux acteurs le bon rôle dans le bon film, nous faisons de même avec nos talents : nous leur trouvons la bonne mission chez le bon client ! Nous savons que des personnes heureuses et à la bonne place peuvent accomplir de grandes choses ! Alphonse veut aider les acteurs du digital à créer le monde de demain !

Alphonse c'est : 
➡️ 23 ans d'expérience, 250 alphis, 2 647 missions accomplies, 100 entreprises partenaires
➡️ 4 spécialités : Développement applicatif, Data, Expérience utilisateur, Projet
➡️ 3 valeurs fondamentales : Partage, Intégrité, Game changer

Welcome to positive technology ! 🙌";1996;22 Millions;250 - 999;Rueil-Malmaison, Île-de-France;ESN;https://alphonse.io/;;;https://www.linkedin.com/company/alphonse-io/mycom;
Nigel Frank International LTD;"Hire the Best Microsoft Professionals on Time and on Budget

With a database of over 278,000 candidates, out of which 100,000 are exclusive to Nigel Frank - we are ideally positioned to help both Microsoft Partners and End Users identify the best talent for their business, whether on a permanent or freelance basis.";;;> 1 000;Londres, Angleterre, Royaume-Uni;Cabinet de recrutement / placement;http://www.nigelfrank.com;;;;
ADLERE;Adlere est un cabinet de conseil en ingénierie informatique, né de l’expertise de ses consultants pour ses consultants ! Aujourd’hui c’est cent vingt collaborateurs qui interviennent en France. Nous accompagnons de nombreux acteurs de la vie économique (Banque, Assurance, Secteur Public, Industrie, Finance de marché, e-commerce) sur des projets digitaux pour moderniser la DSI. Notre réussite repose sur une bonne compréhension des contraintes métier, d’excellentes compétences organisationnelles couplées à une expertise technologique reconnue.;;;100 - 249;Boulogne-Billancourt, Île-de-France;ESN;https://www.adlere.com/;;;https://www.linkedin.com/company/adlere/mycompany/;
MSI Experts;"Cabinet de consulting informatique Lyonnais crée en 2014, MSI Experts compte aujourd'hui 70 collaborateurs répartis au niveau national. 
Nos collaborateurs interviennent de façon transverse sur les systèmes d’informations de nos clients sous forme d’obligation de moyens. 
MSI Experts intervient aussi bien sur la partie Infrastructure : Exploitation, production, support 
(virtualisation, système, réseau, cloud, stockage) que sur la partie Etudes & développement (.net, java, php, ...)
L'humain est au cœur de notre prestation de service ainsi nos consultants sont en formation permanente sur les derniers outils et technologies.
65% de nos clients sont situés en région Lyonnaise, aussi bien Lille, Bordeaux et Toulouse. Venez rejoindre une équipe jeune et dynamique, postulez !";2014;;20 - 99;Lyon, Auvergne-Rhône-Alpes;ESN;https://www.msi-experts.net;;;https://www.linkedin.com/company/msiexperts/;informatique
IMBA CONSULTING;"IMBA Consulting est une société spécialisée dans le recrutement de prestataires et dans le recrutement en chasse de tête pour le compte de clients finaux.
Nous couvrons l'ensemble des métiers d'un SI classique.";;;20 - 99;Fontenay-sous-Bois, Île-de-France;ESN;http://www.imbaconsulting.com/;;;;
SYNACK;"SynAck est un cabinet de conseil indépendant fondé en 2007 et disposant de compétences fortes et reconnues en sécurité des systèmes d’information et en gestion de risques. Notre écosystème nous permet de couvrir la majorité des thématiques inhérentes à la sécurité informatique, à savoir :
 
Pôle AMOA : Sécurisation du SI 
 	Gouvernance : Stratégie, Analyse de risques, Politiques SSI, Tableaux de bord, Sensibilisation ;
 	Etude et déploiement de la SSI : Projets AOMA/AMOE, Architecture, IAM, PKI, Authentification forte, Cryptographie, sécurité mobilité ;
 	Contrôle de la SSI : Audit organisationnel, Audit Système et réseaux, Audit applicatif, Audit de code, test d’intrusion ;
 	Gestion opérationnelle de la SSI : Veille sécurité, gestion des vulnérabilités, gestion de crise, SIEM ;
 	Conformité : RGPD, LPM, PCI DSS, ISO27001, ISO27002, ISO27005, RGS CNIL, SOX... ;
 	Méthodologie : EBIOS, MEHARI, MARION, COBIT ;
 	Assistance technique et organisationnelle. 
 
Pôle AMOE : Sécurisation des infrastructures Systèmes & Réseau – Opérationnel (Production) 
 	Conseil : Audit, Analyse Métier, Diagnostic, Modélisation ;
 	Conception : Etudes, Architecture, Ingénierie de solutions ;
 	Mise en œuvre : Intégration, Migration, Consolidation, performance ;
 	Gestion : Expertise, MCO, Formation, Assistance technique.";2007;;20 - 99;Paris, France;ESN;https://synack-conseil.fr;;;;
VIVERIS;"Depuis sa création en 1986, le groupe Viveris s’est développé autour de deux grandes activités :
• Le conseil et la réalisation des systèmes d’information,
• Le conseil et la réalisation des produits numériques.

La transformation digitale des entreprises et la numérisation des industries n’ont de cesse d’accélérer. C’est aujourd’hui un enjeu majeur pour les acteurs économiques quels que soient leur taille et leur secteur d’activité.

Fort de ce constat, Viveris a intégré dans une offre commune l’ensemble de ses savoir-faire : les systèmes embarqués, l’informatique scientifique, les systèmes d’information etl’infrastructure.

Cette offre s’appuie sur nos centres de développement qui sont le moyen de capitaliser sur des compétences et des expertises que nous jugeons stratégiques pour nos clients.

On notera par exemple l’Internet des Objets, l’Intelligence artificielle, les réseaux et télécommunications, la cybersécurité ou encore l’Agilité.

S’engager avec Viveris, c’est l’assurance de relever des défis techniques et humains en travaillant sur des projets innovants.";1986;69 000 000;250 - 999;Boulogne-Billancourt, Île-de-France;ESN;https://www.viveris.fr/;https://twitter.com/Viverisgroupe;https://www.facebook.com/viveris/;https://www.linkedin.com/company/viveris;
POSITIVE THINKING COMPANY France (PTC);"Experts dans le domaine de l’informatique décisionnelle, nous sommes en mesure de vous accompagner et vous guider dans l’élaboration de votre stratégie de développement, en vous proposant :

-Une expertise autour des logiciels de Business Intelligence les plus performants du marché
-Un accompagnement personnalisé répondant aux besoins analysés
-Une formation afin de mettre tous les outils nécessaires entre vos mains

- BUSINESS INTELLIGENCE :
Depuis l’architecture des entrepôts de données jusqu’à la mise en place des outils de pilotage en passant par l’analyse multidimensionnelle et la formation utilisateurs, nous vous accompagnons durant chaque étape de la mise en œuvre de votre projet décisionnel.

- PILOTAGE DE LA PERFORMANCE :
Vous avez besoin de planifier, modéliser, simuler, consolider, analyser en temps réel des volumes de données importants issus de systèmes hétérogènes? Notre équipe d’experts fonctionnels vous aide à déployer et à prendre en main des solutions technologiques innovantes.

- WEB :
Un besoin de personnalisation de votre portail d’analyse et de reporting, de réalisation de modules de collecte spécifiques, de gestion de données référentielles, notre pôle web met les compétences de ses consultants spécialisés à votre service.

- ANALYSE PRÉDICTIVE
Vous souhaitez anticiper les tendances à venir, détecter les fraudes et minimiser les risques commerciaux, analyser les risques de crédit, prévoir des événements futurs, produire des rapports de résultats pertinents, nous vous aidons à intégrer une solution logicielle complète et facile à utiliser.

- SUPPORT : 
Nos différentes offres de support (Prémium, Gold, Platinium) vous garantissent une couverture complète de vos applications ainsi que la prise en compte et le suivi de problématiques liées aux logiciels IBM Cognos. Nous pouvons également proposer des contrats de Tierce Maintenance Applicative (TMA) adaptés à vos besoins.";;;20 - 99;Paris, France;Cabinet de conseil;https://www.bgfi-groupe.com/;;;;
EMGS CONSULTING;"Acteur majeur dans le domaine suivants :
ERP (principalement SAP, R2/R3, ECC6 et S/4 HANA), 
double compétences technique et fonctionnelle,
Maitrise de l'environnement HANA (Prise en charge de vos migrations techniques vers SAP HANA).
Développement ABAP (Prestations sur site en sous-traitance ou à distance en forfait pour des développement  ABAP, ABAP OBJECT, WEBDYNPRO, ADOBE, FIORI...)

DIGITAL: maitrise des environnements Java, .Net/C#, SharePoint, Php, Drupal...

BDD : Oracle, Sql Server, Sybase, HANA

ETL : Datastage, Talend

Systèmes: Unix/ Linux et Windows, expertise en VMware, Citrix, outils de sauvegarde, supervision et sécurité.

Autres outils : Test/Recette, CRM, TIBCO...";;;< 20;Paris, France;Cabinet de conseil;http://www.emgsgroup.com;;;;
IFEO Consulting;Nous accompagnons depuis 10 ans nos clients en proposant des prestations intellectuelles dans les domaines de la MOE / MOA, de la Big data et de la Business Intelligence ainsi que des infrastructures SI et Télécoms.;;;< 20;Aulnay-sous-Bois, Île-de-France;Start-up;https://www.ifeo.fr;;;;
Karma Partners;"Karma Partners, 1ère ESN collaborative française, c’est avant tout un état d’esprit ou comment vivre l’ESN autrement.
C’est la volonté de replacer le Capital humain au centre de nos préoccupations, une manière de travailler et de collaborer dans le respect de valeurs fortes et conviviales.

Ce mode de fonctionnement unique où les Consultants deviennent à nos côtés de vrais partenaires commerciaux connait actuellement un très fort succès auprès de nos Clients Grands Comptes chez qui nous sommes déjà référencés et désireux d’entendre un discours nouveau sur le marché, et des Consultants, blasés des SSII classiques.

Retrouvez-nous sur Linkedin : 

https://www.linkedin.com/company/karma-partners/?viewAsMember=true";2015;;20 - 99;Paris, France;ESN;https://karma-partners.com/;;;;
VTR;"Société française de services numériques spécialisée en architecture, intégration, exploitation et sécurité des réseaux, Interdata accompagne ses clients dans la durée. 

Son large éventail de solutions et de services à valeur ajoutée se décline autour de la sécurité du SI et l’automatisation des infrastructures réseaux et sécurité. 

Il s’adresse aux entreprises, aux administrations et aux opérateurs.

PLUS DE 40 ANS D'EXPERTISE

La société a été créée en 1979. Son ADN repose sur le focus client et un service de haute qualité. Notre très haut niveau d'expertise repose sur un recrutement précis et un fort accompagnement de nos ingénieurs en formations et certifications.";1979;;100 - 249;Les Ulis, Île-de-France;ESN;https://www.interdata.fr;;;;
FREELANCE VISION;"Freelance Vision votre partenaire IT
créer une valeur durable pour nos clients et nos collaborateurs

Nos agences de proximité avec espace co-working dans le respect des règles sanitaires : 
- Toulouse, Balma
- Bordeaux

FREELANCE VISION attache une grande importance à participer à son niveau aux questions de la RSE, dont l’intégration au sein des entreprises est devenue une nécessité afin de construire un modèle économique performant et surtout durable. 

- Réduction de l'empreinte carbone
Tri recyclage, indemnisations transports publics, vélos et voitures électriques pour nos collaborateurs, dématérialisation de flux (signature électronique, zéro papier...)

- Gestion durable des ressources : 

FREELANCE VISION s’engage également à proposer une gestion de carrière optimale à ses collaborateurs, à travers des formations (via notre centre de formation Lexpert Formation) et un suivi personnalisé. 

FREELANCE VISION s’est également engagé à mener une politique de recrutement responsable, et ouverte à la diversité.

FREELANCE VISION a également adhéré au Global Compact, un pacte mondial entériné par l’ONU, édictant 10 principes concernant des normes de travail, environnementales et de droits de l’homme, qu’elle s’engage à respecter. 

FREELANCE VISION ✗ KEEP COOL ♡ 

Challenges octobre 2020 : Entreprise à suivre :
https://www.partners.challenges.fr/entreprises-a-suivre/257/freelance-vision-votre-partenaire-it

Informations Entreprise n°177, page 176 : Recrutement IT des profils très pointus : une expertise technique et métier, bien-être des collaborateurs et démarche R.S.E

Suivez-nous sur BFM Business
https://www.bfmtv.com/economie/replay-emissions/l-hebdo-des-pme/claire-artigues-freelance-vision-freelance-vision-est-un-cabinet-de-recrutement-et-prestataire-de-service-en-informatique-05-06_VN-202106050264.html

Côté Consultant 
Nos experts sourcing sont à votre disposition pour vous trouver la meilleure mission en adéquation avec vos compétences et vos aspirations avec transparence et bienveillance

Côté Client 
Freelance Vision vous propose des profils parfaitement ciblés sous moins de 24h.
Vous cherchez le mouton à 5 pattes 
#engaged #expert #reactivity #skill 

www.freelance-vision.com

#independant : Pensez sécurité, optez pour la solution du portage salarial avec notre société de portage Lexpertduportage.com 
www.lexpertduportage.com
Besoin d'une formation ? Contacter Lexpert Formation pour vous proposer les meilleures formations certifiantes et qualifiantes 
www.lexpert-formation.fr";2016;3 M€;20 - 99;Balma, Occitanie;ESN;https://www.freelance-vision.com;;;https://www.linkedin.com/in/freelance-vision-53769;
Link Consulting;"Link Consulting a été fondée par Laetitia ROUTABOUL en 2016 pour innover dans le modèle classique du recrutement en ESN (Entreprise de Services Numériques) et ainsi apporter sa propre vision. Link Consulting est ainsi devenu une des premières ESNi (Entreprise de Services du Numérique Innovante). 

Nos atouts: 
- Analyse poussée des besoins clients
- Réseau de freelance et de candidats qualifiés et mis à jour régulièrement
- Réactivité par notre engagement d'apporter des candidatures QUALIFIEES en 48h
- Excellente adéquation entre le candidat proposé et le besoin 
- Gestion et organisation de la mobilité des candidats
- Suivi de l'intégration, de la prestation et de la satisfaction client 
- Collaboration pérenne avec les candidats et les entreprises depuis la création

Pour continuer notre développement au niveau national, nous mettons en place un réseau local de professionnels qui permet de répondre à la demande de plus en plus forte en matière de recrutement dans le secteur de l'informatique ( Freelance - CDI ). 

Les profils recherchés sont : 
- Directeurs de projets
- Chefs de projets techniques ou fonctionnels
- Développeurs expérimentés ( junior ou experts ) C# - Java J2EE - Python - .NEt - PHP - Angular ... 
- Administrateur systèmes et réseaux ( Windows / Linux ) 
- Progiciels : SAP etc...";2016;;< 20;Toulouse, Occitanie;Cabinet de recrutement / placement;https://www.link-consulting.fr;;;;
Almatek;"ALMATEK est une société d'ingénierie et de conseil en technologies qui a pour mission de concevoir et mettre en œuvre les meilleures solutions technologiques visant à améliorer la productivité, la rentabilité et la réactivité des entreprises sur leur marché.
Nos compétences vont du développement de logiciels sur mesure à la conception de sites web modernes et dynamiques aux applications mobiles. Nous accompagnons nos clients sur l'ensemble du cycle de vie de leurs projets, du conseil à la réalisation complète de la solution et jusqu'au transfert de compétences.

ALMATEK prend en charge le développement de logiciels sur mesure pour tous les domaines de la gestion (paie, commerciale, achat, stock) et des sites web pour tous les besoins (Site vitrine, Dynamique, application décisionnelle (QlikView), application reporting, application web,...).

ALMATEK est également spécialisée dans le placement d'informaticiens indépendants travaillant dans différents domaines : Nouvelles technologies, Systèmes d’exploitation, Réseaux, Base de données , ERP, CRM...";2015;;< 20;La Garenne-Colombes, Île-de-France;Cabinet de recrutement / placement;http://www.almatek.fr;;;;
INSYCO;"Insyco est une ESN indépendante qui accompagne depuis 2007 les grandes organisations dans l’optimisation de leur système d’information. 

Spécialisée dans les ERP, la Data et le Cloud, elle regroupe aujourd’hui une cinquantaine de collaborateurs partageant les valeurs de qualité, de transparence et d’esprit d’équipe.

Insyco privilégie les partenariats de long-terme, fondés sur la confiance et la dynamique du partage.";2007;;20 - 99;Paris, France;ESN;https://www.insyco.fr;;;;Big Data, Cloud, ERP
CITECH;"CITECH, Entreprise de Services du Numérique présente à l’échelon national (Paris, Dijon, Lyon, Aix en Provence), accompagne les entreprises dans leur transformation numérique au travers d’un portefeuille d’offres de service : Conseil & management de projets, Solutions applicatives, Infrastructures & production, Informatique technique.
Son savoir-faire en ingénierie informatique et sa capacité à proposer des solutions innovantes permettent à CITECH de se positionner sur des projets stratégiques à forte valeur ajoutée. 

Référencés auprès de grands comptes, la qualité des services délivrés permet à CITECH de construire des relations commerciales de long terme";;;100 - 249;;ESN;https://www.citech.pro/;;;;
Square IT Services;"Square IT Services est un groupe français de Conseil et d’Edition Logicielle en pleine croissance, nos équipes sont spécialisées sur les nouvelles technologies et l’édition de solutions innovantes.

Nous accompagnons nos clients dans la réalisation de leurs projets grâce à des ressources rares et authentiques. Notre ambition est d’apporter des solutions uniques à nos clients grâce à l’intelligence humaine et l’expertise technique.";;;20 - 99;Asnières-sur-Seine, Île-de-France;ESN;https://www.sqits.net;;;;
ECONOCOM APPS CLOUDS DATA;"econocom est la “one digital company”

Implantée dans 18 pays, nous sommes la seule entreprise européenne à couvrir l'ensemble des ""corps de métier"" du numérique - équipements, services et financement.

Quel que soit le périmètre de votre projet (France/international), nous vous accompagnons de A à Z et coordonnons tous les volets de votre transformation digitale. 

Alors que les métiers du numérique sont de plus en plus complexes, notre but est de vous aider à faire les bons choix, tant technologiques, financiers qu’organisationnels. Des choix pérennes, qui respectent les besoins de vos utilisateurs finaux.";;;> 1 000;Villeurbanne, Auvergne-Rhône-Alpes;ESN;https://www.econocom.com;;;;
FRISBEE PROFILING;"FRISBEE PROFILING est une Entreprise de Services du Numérique (ESN) qui a été créée en 2016. Nos équipes, en interne, sont composées de consultants test logiciel et de product owners qui interviennent en assistance technique, chez nos clients.

Nous mettons l’accent sur la forte expertise de nos consultants, la qualité des prestations assurées, des relations de confiance qui s’inscrivent dans la durée, un management bienveillant et participatif, le plaisir de travailler ensemble.

Retrouvez-nous aussi sur :
Linkedin : www.linkedin.com/company/frisbee-profiling
Twitter : @FrisbeeProfil";2016;;< 20;Boulogne-Billancourt, Île-de-France;ESN;https://www.frisbee-profiling.fr;;;https://www.linkedin.com/company/frisbee-profiling;ISTQB, Recette
WERIN GROUP;"WERIN GROUP est une Société de Conseil et de Service spécialisée dans la Qualité Logiciel et l'Assistance à Maîtrise d’Ouvrage. Fondée par des experts dans le domaine, Werin Group se positionne come un acteur incontournable sur les segments suivants : QA, AMOA, Gestion de Projet et Transformation agile.

Notre implication dans les projets, dans la création de valeur pour nos clients et dans la valorisation des compétences de nos consultants, constitue l’ADN de notre cabinet. D’où son nom WERIN (We aRe IN .. Nous sommes impliqués).

Cette implication, couplée à l’éthique et l’honnêteté vis à vis de tous nos interlocuteurs (clients et consultants), fait qu’aujourd’hui, notre cabinet connaît une croissance à deux chiffres et intègre de nouveaux comptes à son portefeuille client.";;;100 - 249;Paris, France;ESN;https://weringroup.com;;;;
ADIF CONSULTING;ADIF Consulting est un cabinet de conseil spécialisé en Maitrise d’ouvrage, en Assistance à  Maitrise d’Ouvrage et en  Conseils opérationnels pour des clients  de la  Banque et  de l’Assurance.  L’équipe d’ADIF Consulting est composée d’acteurs bénéficiant d’une expertise Métier reconnue, capitalisée sur  des relations historiques avec ses clients. Nous sommes sollicités par des clients grands comptes dans des domaines qui touchent les moyens de paiement, les  Titres, les  Flux de marché,  la valorisation des produits financiers, la comptabilité bancaire et assurantielle et les risques. La force d’ADIF CONSULTING est avant tout le contact humain. Souvent sur le terrain, nous répondons rapidement à des problématiques de transformation SI (implémentation progiciel, digitalisation,…), notre agilité profitent aux consultants (es) qui nous ont rejoint, challengés sur des projets clients de forte valeur ajoutée.;;;20 - 99;Paris, France;ESN;https://www.adifconsulting.com;;;;
Freelance.com;"Sourcing et portage salariale.

Nous structurons et sécurisons la rencontre entre les entreprises et les travailleurs indépendants de talent.
Dans un monde où tout va plus vite, les modèles traditionnels de travail sont de moins en moins adaptés. C’est pourquoi nous voulons aider les entreprises à accéder facilement et rapidement à la communauté des freelances, dans un cadre sécurisé et avec des coûts maîtrisés.";;;100 - 249;;Cabinet de recrutement / placement;https://www.freelance.com;;;;
QUADRIS;"Créée en 1993, QUADRIS est une ESN (SSII) spécialisée sur les technologies Microsoft dans les domaines du Développement, du Collaboratif et du Cloud.
Avec plus de 500 références clients dont la plupart sont des grandes entreprises, QUADRIS propose une très forte expertise technique qui permet d’accompagner ses clients dans leurs projets de transformation vers le cloud et les applications numériques.";1993;5 millions;20 - 99;Boulogne-Billancourt, Île-de-France;ESN;https://www.quadris.fr;;;;
EXAKIS NELITE;"Exakis Nelite est le premier partenaire pure-player Microsoft indépendant en France. Entité leader de l’intégration de solutions Microsoft, nous disposons des plus hauts niveaux de certification en la matière

Cette expertise transverse, couplée à la force du groupe Magellan Partners, nous place au cœur des enjeux de l’innovation numérique : Modern Work, migration vers Cloud Azure, Applications Data, IoT, Cybersécurité, IA et Services Cognitifs etc.

Relevons ensemble vos défis numériques !";2001;70000000;250 - 999;Paris, France;ESN;https://www.exakis-nelite.com/;;;https://www.linkedin.com/company/exakis-nelite/;
BGC Bring Global Consulting;"BGC est cabinet de conseil en organisation, spécialisé en management des transformations : agilité, projets, programmes, portefeuilles, technologies.
Offres de conseil :
Stratégie & vision : au plus près des décideurs
Digitalisation : Focus sur les expériences augmentées
Conseil en technologie : au coeur des technologies et de l'innovation";2015;1000K€;< 20;Neuilly-sur-Seine, Île-de-France;Cabinet de conseil;https://www.bgc.consulting;;;;Business Analyst, Business Intelligence, Digital, Direction de projet, Office 365, PMO, Scrum master, securite, Management, Pilotage, Gestion de projet, Microsoft Project, Microsoft Power BI, .Net, Salesforce Sales Cloud, .NET CORE, CRM, AWS, gestion de projets, Power BI, AWS Cloud, Microsoft Office
Ilyeum;"Fondée en 2010, ILYEUM est une société de services et d’ingénierie informatique, à forte valeur ajoutée, spécialisée dans la transformation digitale et le Big Data. 

En s’appuyant sur notre expertise IT et notre sens de l’innovation, nous apportons à nos clients des réponses sur mesure et durables.
L’ADN de notre entreprise, c’est d’ajouter une valeur humaine au savoir-faire technique. Audit, conseil, mise en œuvre et suivi des solutions installées : avec ILYEUM, vous êtes accompagnés aussi loin que vous en avez besoin.

Nous sommes attentifs à la qualité des liens tissés, en interne comme en externe, car c’est eux qui assurent la solidité de notre entreprise et la confiance de nos clients. In fine, l’empathie collaborative augmente considérablement la performance globale (solutions, relations).";2010;;20 - 99;Paris, France;ESN;https://www.ilyeum.com;;;;
ANIDRIS SERVICES (EN);Click to edit position descriptionAnidris Services aims at proposing an end-to-end portfolio of Services in the field of IT Infrastructure Services, in line with the successful strategy developed by Anidris in Luxembourg over the last years. We believe that our local presence and our expertise in critical IT environments are our assets to bring customer satisfaction we are constantly looking for.;2013;;< 20;Medingen, Luxembourg;Cabinet de recrutement / placement;http://www.anidris.lu;;;;
Kaïbee;"Kaibee est une société spécialisée sur toutes les problématiques et les compétences liées à des projets de développement applicatifs sur des technologies objets ou Web (Java / Android / Ios / Windows Phone  / Ruby / C++ / .Net / Javascript / anguar.Js... ): 

Nous intervenons sur des prestations de : 
- Gestion de projet / scrum mastering 
- Expertise technique (audit de code, architecture, refactoring, audit de performances..
- Architecture logicielle / conception 
- Développement 
- Craftsmanship / tests / recette / intégration continue";;;< 20;Paris, France;ESN;http://www.kaibee.fr;;;;
One Logic;"One Logic Consulting Group - Entreprise Techie, Agile et Bienveillante

Craftsmanship, code de qualité et une communauté bienveillante sont les principaux ingrédients chez One Logic. Aidez-nous à concevoir des logiciels exceptionnels.

----------

Nous sommes des développeurs!
One Logic structure son offre de services autour de l'expertise en développement et architecture logicielle

	
MOE - Frontend
Angular, ReactJS, Polymer

MOE - Backend
Java, C#, Node, ELK

MOE - Indus.
Python, Ansible, Jenkins, Shell, Powershell

CI/CD - As Code
Integration / Livraison continue, Virtualisation (Cloud), Qualimetrie

QA - As Code
Recette fonctionnelle avec automatisation de tests (Selenium, Ranorex, Uft)

Infra - As Code
Infrastructure, Supervision, Support technique, applicatif et fonctionnel";2014;;20 - 99;Paris, France;ESN;https://onelogic.fr;;;https://www.linkedin.com/company/one-logic/;.NET, .NET CORE, Angular, c#, Dépannage, Design, Design system, Java, Python, Spring, Vue.js, Web, Springboot, Microsoft SQL Server, Microsoft Power BI, J2ee, Spring Boot, JAVA/J2EE, JEE, SQL SERVER, vuejs, POWER BI, J2EE / Java EE, C/C++
SOREDI;"SOREDI Group est un partenaire en matière d’expertise et d’architecture IT, de réseaux et cybersécurité.
 
Nous avons développé un savoir-faire et une offre de services autour de :  
·         Architecture technique 
·         Expertise technique infrastructures 
·         Infrastructures Réseaux, Cybersécurité
·         Intégration de  plateformes de service et d’applications 
·         Infrastructure Unix, Linux 
·         Administration systèmes, Bases de données, Serveurs d’applications, Serveurs de données, Ordonnanceurs";1989;;20 - 99;Guyancourt, Île-de-France;Cabinet de conseil;https://www.soredi-group.com/;;;;
Deloren Consulting;Deloren Consulting est une Société spécialisée sur les métiers de l'Assistance à la Maitrise d'Ouvrage et sur l'informatique décisionnelle. Nos experts commerciaux et RH sont également capables de s'adapter aux besoins des clients et peuvent répondre à d'autres besoins. Deloren Consulting intervient principalement dans le secteur de la Banque Finance Assurance.;2012;;20 - 99;Paris, France;ESN;http://deloren-consulting.fr;;;;
